,date,likes,reposts,views,comments,attachments,text
177354,1697295780,473,115,12757,3,1,"15 октября, овен"
177349,1697292180,468,42,10823,1,1,"15 октября, весы"
177344,1697288580,907,139,14721,6,1,"15 октября, стрелец"
177336,1697284980,397,55,10473,5,1,"15 октября, водолей"
177330,1697281380,515,84,14467,6,1,"15 октября, рак"
177327,1697277780,433,50,11803,1,1,"15 октября, скорпион"
177322,1697274180,604,103,12141,3,1,"15 октября, дева"
177317,1697270580,720,140,18016,1,1,"15 октября, рыбы"
177299,1697223780,934,201,20241,4,1,"14 октября, близнецы"
177294,1697220180,363,58,13621,1,1,"14 октября, телец"
177291,1697216580,434,46,10666,0,1,"14 октября, лев"
177287,1697212980,419,116,12817,3,1,"14 октября, козерог"
177282,1697209380,382,55,11194,0,1,"14 октября, овен"
177278,1697205780,557,170,13437,2,1,"14 октября, весы"
177274,1697202180,451,52,12186,3,1,"14 октября, стрелец"
177270,1697198580,433,137,11488,1,1,"14 октября, водолей"
177265,1697194980,239,117,9191,2,1,"14 октября, рак"
177260,1697191380,450,92,11780,2,1,"14 октября, скорпион"
177257,1697187780,450,66,9733,3,1,"14 октября, дева"
177217,1697184208,391,83,10820,1,1,"14 октября, рыбы"
177186,1697137380,6761,928,233264,17,1,"13 октября, близнецы"
177183,1697133780,393,85,12365,4,1,"13 октября, телец"
177181,1697130180,4033,558,98886,29,1,"13 октября, лев"
177176,1697126580,624,127,13858,3,1,"13 октября, козерог"
177170,1697122980,290,84,31021,8,1,"13 октября, овен"
177165,1697119380,291,91,9764,8,1,"13 октября, весы"
177162,1697115780,834,159,46682,4,1,"13 октября, стрелец"
177161,1697112180,403,116,16588,4,1,"13 октября, водолей"
177157,1697108580,341,101,11582,5,1,"13 октября, рак"
177153,1697104980,346,123,10839,1,1,"13 октября, скорпион"
177149,1697101380,832,214,25912,5,1,"13 октября, дева"
177146,1697097780,917,229,22317,5,1,"13 октября, рыбы"
177125,1697050980,2258,213,77315,13,1,"12 октября, близнецы"
177121,1697047380,926,196,25519,4,1,"12 октября, телец"
177118,1697043780,545,110,15535,1,1,"12 октября, лев"
177114,1697040180,311,69,12712,0,1,"12 октября, козерог"
177110,1697036580,371,90,12224,2,1,"12 октября, овен"
177109,1697032980,1847,164,39956,3,1,"12 октября, весы"
177107,1697029380,263,69,10125,3,1,"12 октября, стрелец"
177086,1697025780,385,51,10082,2,1,"12 октября, водолей"
177085,1697022180,1220,310,28034,5,1,"12 октября, рак"
177078,1697018580,913,232,22351,6,1,"12 октября, скорпион"
177075,1697014980,369,80,12238,6,1,"12 октября, дева"
177071,1697011380,1070,141,23615,4,1,"12 октября, рыбы"
177050,1696968180,1361,251,38304,6,1,"11 октября, близнецы"
177048,1696965120,1147,189,30387,8,1,"11 октября, телец"
177035,1696957380,690,113,21187,3,1,"11 октября, лев"
177027,1696953780,760,145,20676,5,1,"11 октября, козерог"
177022,1696950180,312,86,11500,4,1,"11 октября, овен"
177016,1696946580,471,71,16298,6,1,"11 октября, весы"
177010,1696942980,294,68,11095,4,1,"11 октября, стрелец"
177004,1696939380,240,137,12676,10,1,"11 октября, водолей"
177000,1696935780,1151,236,26089,6,1,"11 октября, рак"
176998,1696932180,1233,248,25906,5,1,"11 октября, скорпион"
176994,1696928580,1120,267,28736,6,1,"11 октября, дева"
176987,1696924980,1384,367,31251,2,1,"11 октября, рыбы"
176946,1696878180,194,83,16482,5,1,"10 октября, телец"
176944,1696874580,1426,157,30853,10,1,"10 октября, лев"
176942,1696870980,1670,249,35898,4,1,"10 октября, козерог"
176926,1696867380,328,82,14525,6,1,"10 октября, овен"
176920,1696863780,695,176,21290,7,1,"10 октября, весы"
176915,1696860180,292,97,13175,5,1,"10 октября, стрелец"
176909,1696856580,447,135,14890,4,1,"10 октября, близнецы"
176905,1696852980,195,89,8982,3,1,"10 октября, водолей"
176901,1696849380,528,110,15602,2,1,"10 октября, рак"
176896,1696845780,794,176,20293,10,1,"10 октября, скорпион"
176890,1696842180,337,120,11554,6,1,"10 октября, дева"
176886,1696838580,517,109,15949,9,1,"10 октября, рыбы"
176847,1696791780,502,167,26548,2,1,"9 октября, близнецы"
176843,1696788180,693,203,24518,2,1,"9 октября, телец"
176840,1696784580,510,101,17879,1,1,"9 октября, лев"
176837,1696780980,419,117,14515,2,1,"9 октября, козерог"
176833,1696777380,504,180,19676,5,1,"9 октября, овен"
176827,1696773780,1123,234,27962,6,1,"9 октября, весы"
176824,1696770180,366,249,19511,5,1,"9 октября, стрелец"
176818,1696766580,352,141,12220,2,1,"9 октября, водолей"
176814,1696762980,409,141,15667,5,1,"9 октября, рак"
176810,1696759380,274,94,10360,4,1,"9 октября, скорпион"
176806,1696755780,298,96,13355,1,1,"9 октября, дева"
176801,1696752180,327,121,13890,3,1,"9 октября, рыбы"
176782,1696705380,1028,227,25658,6,1,"8 октября, близнецы"
176776,1696701780,1282,331,30395,4,1,"8 октября, телец"
176773,1696698180,974,152,19210,4,1,"8 октября, лев"
176764,1696694580,761,124,19036,8,1,"8 октября, козерог"
176757,1696690980,496,79,16826,3,1,"8 октября, овен"
176750,1696687380,595,185,18632,2,1,"8 октября, весы"
176748,1696683780,260,50,12520,3,1,"8 октября, стрелец"
176746,1696680180,781,70,21034,4,1,"8 октября, водолей"
176742,1696676580,301,73,13103,3,1,"8 октября, рак"
176737,1696672980,367,57,13085,4,1,"8 октября, скорпион"
176733,1696669380,550,98,18010,2,1,"8 октября, дева"
176729,1696665780,363,56,12497,2,1,"8 октября, рыбы"
176706,1696618980,1173,170,37916,3,1,"7 октября, близнецы"
176692,1696615380,1371,248,30666,0,1,"7 октября, телец"
176683,1696611780,430,107,17450,22,1,"7 октября, лев"
176673,1696608180,371,156,14851,0,1,"7 октября, козерог"
176668,1696604580,637,178,19720,6,1,"7 октября, овен"
176660,1696600980,751,157,20564,8,1,"7 октября, весы"
176656,1696597380,1280,138,31046,26,1,"7 октября, стрелец"
176652,1696593780,526,57,19013,3,1,"7 октября, водолей"
176645,1696590180,302,76,11776,4,1,"7 октября, рак"
176620,1696586580,918,151,21700,10,1,"7 октября, скорпион"
176617,1696582980,718,183,18644,6,1,"7 октября, дева"
176586,1696579380,402,85,12280,4,1,"7 октября, рыбы"
176563,1696532580,1741,211,39690,5,1,"6 октября, близнецы"
176561,1696528980,365,73,16343,3,1,"6 октября, телец"
176559,1696525380,1150,156,26350,3,1,"6 октября, лев"
176556,1696521780,1398,316,27992,7,1,"6 октября, козерог"
176551,1696518180,1179,166,28921,12,1,"6 октября, овен"
176546,1696514580,910,179,21771,3,1,"6 октября, весы"
176545,1696510980,337,68,15917,1,1,"6 октября, стрелец"
176540,1696503780,469,107,17138,2,1,"6 октября, водолей"
176536,1696501980,342,101,13975,2,1,"6 октября, рак"
176533,1696500001,440,135,12156,8,1,"6 октября, скорпион"
176524,1696495380,554,136,21742,6,1,"6 октября, дева"
176521,1696492980,7537,3139,444434,37,1,"6 октября, рыбы"
176487,1696446180,2200,540,53231,10,1,"5 октября, близнецы"
176483,1696442580,785,226,25657,6,1,"5 октября, телец"
176476,1696438980,286,68,20960,4,1,"5 октября, лев"
176470,1696435380,380,129,16569,6,1,"5 октября, козерог"
176463,1696431780,730,168,15244,3,1,"5 октября, овен"
176457,1696428180,874,204,21356,11,1,"5 октября, весы"
176453,1696424580,671,75,16706,5,1,"5 октября, стрелец"
176452,1696420980,1034,152,24682,3,1,"5 октября, водолей"
176440,1696415654,1407,223,26647,10,1,"5 октября, рак"
176437,1696413780,886,235,20263,5,1,"5 октября, скорпион"
176435,1696411800,278,83,11672,4,1,"5 октября, дева"
176422,1696406580,708,183,18203,5,1,"5 октября, рыбы"
176376,1696359780,3076,678,76618,16,1,"4 октября, близнецы"
176373,1696356180,1276,365,32540,3,1,"4 октября, телец"
176365,1696352580,983,172,25323,9,1,"4 октября, лев"
176355,1696348980,569,151,20376,12,1,"4 октября, козерог"
176351,1696345380,482,203,19051,4,1,"4 октября, овенм"
176342,1696341780,322,70,14904,2,1,"4 октября, весы"
176339,1696338180,1761,386,34540,6,1,"4 октября, стрелец"
176336,1696334580,128,86,10518,3,1,"4 октября, водолей"
176333,1696330980,672,85,17906,2,1,"4 октября, рак"
176331,1696327380,310,70,18676,5,1,"4 октября, скорпион"
176327,1696323780,154,116,12142,7,1,"4 октября, дева"
176315,1696321023,345,30,12394,1,1,"4 октября, рыбы"
176299,1696273380,656,75,27499,6,1,"3 октября, близнецы"
176296,1696269780,669,177,21205,3,1,"3 октября, телец"
176295,1696266180,749,119,19753,1,1,"3 октября, лев"
176293,1696262580,632,202,17423,0,1,"3 октября, козерог"
176289,1696258980,275,87,13793,2,1,"3 октября, овен"
176286,1696255380,685,99,18819,3,1,"3 октября, весы"
176281,1696251780,663,167,20908,11,1,"3 октября, стрелец"
176277,1696248180,591,51,16113,3,1,"3 октября, водолей"
176270,1696244580,368,127,13403,4,1,"3 октября, рак"
176267,1696240980,509,146,15275,6,1,"3 октября, скорпион"
176263,1696237380,256,123,12985,5,1,"3 октября, дева"
176249,1696233780,638,156,16178,2,1,"3 октября, рыбы"
176238,1696158180,1875,228,47583,1,1,"2 октября, телец"
176235,1696154580,1138,158,29733,6,1,"2 октября, овен"
176228,1696150833,491,105,14365,3,1,"2 октября, рыбы"
176154,1696014180,8240,868,216973,44,1,"30 сентября, овен"
176152,1696010580,3668,772,85748,26,1,"30 сентября, телец"
176149,1696006980,1136,150,28809,5,1,"30 сентября, близнецы"
176144,1696003380,1189,224,28594,2,1,"30 сентября, рак"
176140,1695999780,392,110,16223,1,1,"30 сентября, лев"
176135,1695996180,461,119,13521,5,1,"30 сентября, дева"
176132,1695992580,806,196,14988,0,1,"30 сентября, весы"
176129,1695988980,637,134,13408,4,1,"30 сентября, скорпион"
176124,1695985380,661,107,13724,3,1,"30 сентября, стрелец"
176117,1695981780,400,79,12703,3,1,"30 сентября, козерог"
176103,1695979980,320,66,12035,8,1,"30 сентября, водолей"
176096,1695978430,415,128,11704,4,1,"30 сентября, рыбы"
176050,1695924180,850,153,19085,6,1,"29 сентября, овен"
176048,1695920580,772,186,16846,8,1,"29 сентября, телец"
176046,1695916980,445,94,11901,2,1,"29 сентября, близнецы"
176042,1695913380,1430,362,60444,7,1,"29 сентября, рак"
176035,1695909780,607,128,16158,6,1,"29 сентября, лев"
176028,1695906180,606,132,26888,3,1,"29 сентября, дева"
176022,1695902580,1039,192,39413,26,1,"29 сентября, весы"
176014,1695898980,1172,160,22093,5,1,"29 сентября, скорпион"
176008,1695895380,1249,229,29114,9,1,"29 сентября, стрелец"
175997,1695891780,450,86,17813,11,1,"29 сентября, козерог"
175987,1695888180,355,106,14102,1,1,"29 сентября, водолей"
175982,1695885673,401,87,14473,5,1,"29 сентября, рыбы"
175961,1695841380,2979,511,54432,13,1,"28 сентября, овен"
175957,1695837780,978,186,24150,2,1,"28 сентября, телец"
175953,1695834180,1715,326,36905,8,1,"28 сентября, близнецы"
175947,1695830580,1101,222,26163,5,1,"28 сентября, рак"
175933,1695826980,839,173,19540,6,1,"28 сентября, лев"
175931,1695823380,825,174,19913,6,1,"28 сентября, дева"
175920,1695819780,1830,184,33966,7,1,"28 сентября, весы"
175910,1695816180,671,158,14907,7,1,"28 сентября, скорпион"
175905,1695812580,649,161,14889,4,1,"28 сентября, стрелец"
175903,1695808980,323,99,13595,3,1,"28 сентября, козерог"
175889,1695805380,532,107,14271,6,1,"28 сентября, водолей"
175882,1695801921,944,189,24003,5,1,"28 сентября, рыбы"
175851,1695754980,1737,402,31544,10,1,"27 сентября, овен"
175848,1695751380,447,124,14533,1,1,"27 сентября, телец"
175845,1695747780,502,151,13919,2,1,"27 сентября, близнецы"
175842,1695744180,396,111,11402,3,1,"27 сентября, рак"
175837,1695740580,648,129,14543,2,1,"27 сентября, лев"
175821,1695736980,3444,1194,113358,21,1,"27 сентября, дева"
175819,1695733380,626,188,13244,3,1,"27 сентября, весы"
175816,1695729780,466,147,13488,1,1,"27 сентября, скорпион"
175812,1695726180,567,115,12276,4,1,"27 сентября, стрелец"
175806,1695722580,682,126,26140,2,1,"27 сентября, козерог"
175786,1695718980,688,190,15120,3,1,"27 сентября, водолей"
175783,1695716817,993,266,26916,10,1,"27 сентября, рыбы"
175751,1695668580,810,146,21943,4,1,"26 сентября, овен"
175740,1695664980,943,178,20960,6,1,"26 сентября, телец"
